timestamp,open,high,low,close
2025-12-14 23:00:00,557.26,557.84,557.11,557.29
2025-12-14 23:00:00,557.26,557.84,557.11,557.29
2025-12-14 23:00:00,557.26,557.84,557.11,557.29
2025-12-14 23:00:00,557.26,557.84,557.11,557.29
2025-12-14 23:00:00,557.26,557.84,557.11,557.29
2025-12-14 23:00:00,557.26,557.84,557.11,557.29
2025-12-14 23:00:00,557.26,557.84,557.11,557.29
2025-12-14 23:00:00,557.26,557.84,557.11,557.29
2025-12-14 23:01:00,557.42,557.86,557.18,557.49
2025-12-14 23:01:00,557.42,557.86,557.18,557.49
2025-12-14 23:01:00,557.42,557.86,557.18,557.49
2025-12-14 23:01:00,557.42,557.86,557.18,557.49
2025-12-14 23:01:00,557.42,557.86,557.18,557.49
2025-12-14 23:01:00,557.42,557.86,557.18,557.49
2025-12-14 23:01:00,557.42,557.86,557.18,557.49
2025-12-14 23:01:00,557.42,557.86,557.18,557.49
2025-12-14 23:02:00,557.47,557.89,557.33,557.66
2025-12-14 23:02:00,557.47,557.89,557.33,557.66
2025-12-14 23:02:00,557.47,557.89,557.33,557.66
2025-12-14 23:02:00,557.47,557.89,557.33,557.66
2025-12-14 23:02:00,557.47,557.89,557.33,557.66
2025-12-14 23:02:00,557.47,557.89,557.33,557.66
2025-12-14 23:02:00,557.47,557.89,557.33,557.66
2025-12-14 23:02:00,557.47,557.89,557.33,557.66
2025-12-14 23:03:00,557.59,558.06,557.09,557.28
2025-12-14 23:03:00,557.59,558.06,557.09,557.28
2025-12-14 23:03:00,557.59,558.06,557.09,557.28
2025-12-14 23:03:00,557.59,558.06,557.09,557.28
2025-12-14 23:03:00,557.59,558.06,557.09,557.28
2025-12-14 23:03:00,557.59,558.06,557.09,557.28
2025-12-14 23:03:00,557.59,558.06,557.09,557.28
2025-12-14 23:03:00,557.59,558.06,557.09,557.28
2025-12-14 23:04:00,557.1,557.39,556.07,556.11
2025-12-14 23:04:00,557.1,557.39,556.07,556.11
2025-12-14 23:04:00,557.1,557.39,556.07,556.11
2025-12-14 23:04:00,557.1,557.39,556.07,556.11
2025-12-14 23:04:00,557.1,557.39,556.07,556.11
2025-12-14 23:04:00,557.1,557.39,556.07,556.11
2025-12-14 23:04:00,557.1,557.39,556.07,556.11
2025-12-14 23:04:00,557.1,557.39,556.07,556.11
2025-12-14 23:05:00,556.07,556.3,555.54,555.54
2025-12-14 23:05:00,556.07,556.3,555.54,555.54
2025-12-14 23:05:00,556.07,556.3,555.54,555.54
2025-12-14 23:05:00,556.07,556.3,555.54,555.54
2025-12-14 23:05:00,556.07,556.3,555.54,555.54
2025-12-14 23:05:00,556.07,556.3,555.54,555.54
2025-12-14 23:05:00,556.07,556.3,555.54,555.54
2025-12-14 23:05:00,556.07,556.3,555.54,555.54
2025-12-14 23:06:00,555.37,557.18,555.32,557.05
2025-12-14 23:06:00,555.37,557.18,555.32,557.05
2025-12-14 23:06:00,555.37,557.18,555.32,557.05
2025-12-14 23:06:00,555.37,557.18,555.32,557.05
2025-12-14 23:06:00,555.37,557.18,555.32,557.05
2025-12-14 23:06:00,555.37,557.18,555.32,557.05
2025-12-14 23:06:00,555.37,557.18,555.32,557.05
2025-12-14 23:06:00,555.37,557.18,555.32,557.05
2025-12-14 23:07:00,556.9,556.96,556.13,556.47
2025-12-14 23:07:00,556.9,556.96,556.13,556.47
2025-12-14 23:07:00,556.9,556.96,556.13,556.47
2025-12-14 23:07:00,556.9,556.96,556.13,556.47
2025-12-14 23:07:00,556.9,556.96,556.13,556.47
2025-12-14 23:07:00,556.9,556.96,556.13,556.47
2025-12-14 23:07:00,556.9,556.96,556.13,556.47
2025-12-14 23:07:00,556.9,556.96,556.13,556.47
2025-12-14 23:08:00,556.71,556.85,555.96,556.55
2025-12-14 23:08:00,556.71,556.85,555.96,556.55
2025-12-14 23:08:00,556.71,556.85,555.96,556.55
2025-12-14 23:08:00,556.71,556.85,555.96,556.55
2025-12-14 23:08:00,556.71,556.85,555.96,556.55
2025-12-14 23:08:00,556.71,556.85,555.96,556.55
2025-12-14 23:08:00,556.71,556.85,555.96,556.55
2025-12-14 23:08:00,556.71,556.85,555.96,556.55
2025-12-14 23:09:00,556.66,557.4,556.24,557.04
2025-12-14 23:09:00,556.66,557.4,556.24,557.04
2025-12-14 23:09:00,556.66,557.4,556.24,557.04
2025-12-14 23:09:00,556.66,557.4,556.24,557.04
2025-12-14 23:09:00,556.66,557.4,556.24,557.04
2025-12-14 23:09:00,556.66,557.4,556.24,557.04
2025-12-14 23:09:00,556.66,557.4,556.24,557.04
2025-12-14 23:09:00,556.66,557.4,556.24,557.04
2025-12-14 23:10:00,556.94,557.12,556.21,556.21
2025-12-14 23:10:00,556.94,557.12,556.21,556.21
2025-12-14 23:10:00,556.94,557.12,556.21,556.21
2025-12-14 23:10:00,556.94,557.12,556.21,556.21
2025-12-14 23:10:00,556.94,557.12,556.21,556.21
2025-12-14 23:10:00,556.94,557.12,556.21,556.21
2025-12-14 23:10:00,556.94,557.12,556.21,556.21
2025-12-14 23:10:00,556.94,557.12,556.21,556.21
2025-12-14 23:11:00,556.26,556.27,555.33,555.87
2025-12-14 23:11:00,556.26,556.27,555.33,555.87
2025-12-14 23:11:00,556.26,556.27,555.33,555.87
2025-12-14 23:11:00,556.26,556.27,555.33,555.87
2025-12-14 23:11:00,556.26,556.27,555.33,555.87
2025-12-14 23:11:00,556.26,556.27,555.33,555.87
2025-12-14 23:11:00,556.26,556.27,555.33,555.87
2025-12-14 23:11:00,556.26,556.27,555.33,555.87
2025-12-14 23:12:00,555.82,556.79,555.82,556.04
2025-12-14 23:12:00,555.82,556.79,555.82,556.04
2025-12-14 23:12:00,555.82,556.79,555.82,556.04
2025-12-14 23:12:00,555.82,556.79,555.82,556.04
2025-12-14 23:12:00,555.82,556.79,555.82,556.04
2025-12-14 23:12:00,555.82,556.79,555.82,556.04
2025-12-14 23:12:00,555.82,556.79,555.82,556.04
2025-12-14 23:12:00,555.82,556.79,555.82,556.04
2025-12-14 23:13:00,555.67,556.65,555.43,556.65
2025-12-14 23:13:00,555.67,556.65,555.43,556.65
2025-12-14 23:13:00,555.67,556.65,555.43,556.65
2025-12-14 23:13:00,555.67,556.65,555.43,556.65
2025-12-14 23:13:00,555.67,556.65,555.43,556.65
2025-12-14 23:13:00,555.67,556.65,555.43,556.65
2025-12-14 23:13:00,555.67,556.65,555.43,556.65
2025-12-14 23:13:00,555.67,556.65,555.43,556.65
2025-12-14 23:14:00,556.86,557.43,556.76,556.95
2025-12-14 23:14:00,556.86,557.43,556.76,556.95
2025-12-14 23:14:00,556.86,557.43,556.76,556.95
2025-12-14 23:14:00,556.86,557.43,556.76,556.95
2025-12-14 23:14:00,556.86,557.43,556.76,556.95
2025-12-14 23:14:00,556.86,557.43,556.76,556.95
2025-12-14 23:14:00,556.86,557.43,556.76,556.95
2025-12-14 23:14:00,556.86,557.43,556.76,556.95
2025-12-14 23:15:00,557.23,557.29,555.49,556.05
2025-12-14 23:15:00,557.23,557.29,555.49,556.05
2025-12-14 23:15:00,557.23,557.29,555.49,556.05
2025-12-14 23:15:00,557.23,557.29,555.49,556.05
2025-12-14 23:15:00,557.23,557.29,555.49,556.05
2025-12-14 23:15:00,557.23,557.29,555.49,556.05
2025-12-14 23:15:00,557.23,557.29,555.49,556.05
2025-12-14 23:15:00,557.23,557.29,555.49,556.05
2025-12-14 23:16:00,555.93,556.13,555.26,555.35
2025-12-14 23:16:00,555.93,556.13,555.26,555.35
2025-12-14 23:16:00,555.93,556.13,555.26,555.35
2025-12-14 23:16:00,555.93,556.13,555.26,555.35
2025-12-14 23:16:00,555.93,556.13,555.26,555.35
2025-12-14 23:16:00,555.93,556.13,555.26,555.35
2025-12-14 23:16:00,555.93,556.13,555.26,555.35
2025-12-14 23:16:00,555.93,556.13,555.26,555.35
2025-12-14 23:17:00,555.32,555.38,554.65,554.77
2025-12-14 23:17:00,555.32,555.38,554.65,554.77
2025-12-14 23:17:00,555.32,555.38,554.65,554.77
2025-12-14 23:17:00,555.32,555.38,554.65,554.77
2025-12-14 23:17:00,555.32,555.38,554.65,554.77
2025-12-14 23:17:00,555.32,555.38,554.65,554.77
2025-12-14 23:17:00,555.32,555.38,554.65,554.77
2025-12-14 23:17:00,555.32,555.38,554.65,554.77
2025-12-14 23:18:00,554.76,554.76,553.69,554.57
2025-12-14 23:18:00,554.76,554.76,553.69,554.57
2025-12-14 23:18:00,554.76,554.76,553.69,554.57
2025-12-14 23:18:00,554.76,554.76,553.69,554.57
2025-12-14 23:18:00,554.76,554.76,553.69,554.57
2025-12-14 23:18:00,554.76,554.76,553.69,554.57
2025-12-14 23:18:00,554.76,554.76,553.69,554.57
2025-12-14 23:18:00,554.76,554.76,553.69,554.57
2025-12-14 23:19:00,554.34,555.61,554.12,554.12
2025-12-14 23:19:00,554.34,555.61,554.12,554.12
2025-12-14 23:19:00,554.34,555.61,554.12,554.12
2025-12-14 23:19:00,554.34,555.61,554.12,554.12
2025-12-14 23:19:00,554.34,555.61,554.12,554.12
2025-12-14 23:19:00,554.34,555.61,554.12,554.12
2025-12-14 23:19:00,554.34,555.61,554.12,554.12
2025-12-14 23:19:00,554.34,555.61,554.12,554.12
2025-12-14 23:20:00,553.88,554.7,553.31,554.45
2025-12-14 23:20:00,553.88,554.7,553.31,554.45
2025-12-14 23:20:00,553.88,554.7,553.31,554.45
2025-12-14 23:20:00,553.88,554.7,553.31,554.45
